"Spanish","Picture","English","Audio","Ranking","tags","deck"
"carne (nf)","<img src=""paste-4625430669688833.jpg"" />","meat, flesh","[sound:yandex-aca0b146-8f89dc2d-56a3de84-27f72b40-3b86ab07.mp3]","787"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"carta (nf)","<img src=""paste-51359218925569 (1).jpg"" />","letter, playing card","[sound:yandex-3cd0fd0f-81c96d96-d2b145c9-75b1185d-08f7048c.mp3]","586"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"causa (nf)","<img src=""paste-102774272425985.jpg"" />","cause","[sound:yandex-85c992f1-0eaca1da-6eb1e878-41c7fd8c-f7b18fdc.mp3]","546"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"ciencia (nf)","<img src=""paste-4483048208859137.jpg"" />","science, knowledge","[sound:yandex-5a717e6c-ea076084-e201a129-6172c29a-2e25f429.mp3]","775"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"circunstancia (nf)","<img src=""paste-38083475013633.jpg"" />","circumstance","[sound:yandex-58abfc47-687997df-eac623c2-dba3d9a1-8c1bdef7.mp3]","704"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"comida (nf)","<img src=""paste-703391089033217.jpg"" />","food, meal","[sound:yandex-d35cb8fd-a82ba47b-5ffa7636-ac040c47-271683cb.mp3]","873"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"compañía (nf)","<img src=""paste-696300098027521.jpg"" />","company","[sound:yandex-614a0a9b-d248adcc-209dcc07-17266b9b-a8cc26ee.mp3]","798"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"comunicación (nf)","<img src=""paste-4508160882638849.jpg"" />","communication","[sound:yandex-0af11a6e-a30f76ee-25500ff0-faff0bc9-46b82753.mp3]","659"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"conciencia (nf)","<img src=""paste-4627526613729281.jpg"" />","conscience, consciousness","[sound:yandex-d1ed2629-c869a6d2-aedb911e-ad287135-52dfc7ef.mp3]","696"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"confianza (nf)","<img src=""paste-586817086685185.jpg"" />","confidence, trust","[sound:yandex-a036f390-57d091d6-e099d6a0-7983dcba-b6f5f437.mp3]","947"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"consecuencia (nf)","<img src=""paste-58471684767745.jpg"" />","consequence","[sound:yandex-f7abc75c-49db3056-31fd597c-667f9503-223af0ca.mp3]","570"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"construcción (nf)","<img src=""paste-4638002038964225.jpg"" />","construction","[sound:yandex-5265eeab-d56c331b-be18a642-699ef01d-6f1e6b25.mp3]","794"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"conversación (nf)","<img src=""paste-4318301853319169.jpg"" />","conversation","[sound:yandex-e34b58eb-b0960787-56161d3f-1807e17b-99517bda.mp3]","892"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"costumbre (nf)","<img src=""paste-333001699360769.jpg"" />","habit, custom, usage","[sound:yandex-c440e720-68daf969-d4fc3571-19789af2-28db9dc0.mp3]","700"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"cultura (nf)","<img src=""paste-674778016907265.jpg"" />","culture","[sound:yandex-0e2fb910-791e33db-7bb52d92-dc26ac35-2efed010.mp3]","521"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"decisión (nf)","<img src=""paste-4650564818305025.jpg"" />","decision","[sound:yandex-6ce85c45-00a43d5e-c821b727-6871cc09-15b78568.mp3]","549"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"defensa (nf)","<img src=""paste-4339226933985281.jpg"" />","defense, plea","[sound:yandex-2452034a-a197eb28-d4ea1ce7-78cae344-da6ff5d1.mp3]","815"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"dificultad (nf)","<img src=""paste-654952447868929.jpg"" />","difficulty, obstacle","[sound:yandex-214650b9-2848935b-63f092ce-f8a427e1-6b3b5202.mp3]","741"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"dirección (nf)","<img src=""paste-4341318583058433.jpg"" />","direction, address","[sound:yandex-683465c1-3b618c67-02eb0d46-ec88134a-9a227028.mp3]","636"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"distancia (nf)","<img src=""paste-4399927706779649.jpg"" />","distance","[sound:yandex-20904f94-719aab8a-9f7f4fb7-78f1df31-942c83a4.mp3]","678"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"educación (nf)","<img src=""paste-4343418822066177.jpg"" />","education","[sound:yandex-e0fc19a1-6622d23a-c76f4dbd-dbe0889d-cbf80cca.mp3]","845"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"elección (nf)","<img src=""paste-4547945164701697.jpg"" />","election, choice","[sound:yandex-2908a5bf-3991195d-3343f0ac-e5951444-8fdf8ed9.mp3]","827"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"empresa (nf)","<img src=""paste-4345510471139329.jpg"" />","firm, company, venture","[sound:yandex-09fcae4d-61e5e1f0-26ef1c21-ebd089c2-a532a907.mp3]","517"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"energía (nf)","<img src=""paste-687787472846849.jpg"" />","energy, power","[sound:yandex-5a6b9ba8-74d5976b-2d47089f-902ecd43-c89bb833.mp3]","946"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"enfermedad (nf)","<img src=""paste-4402023650820097.jpg"" />","illness, sickness","[sound:yandex-bf4db95e-1f13eabc-b664363d-9682a1d8-8e43bcbf.mp3]","666"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"entrada (nf)","<img src=""paste-47656957116417 (1).jpg"" />","entrance, admission ticket","[sound:yandex-9e1e65e6-b4f45ba4-c7f34d2d-7b09a6b4-bbc434df.mp3]","647"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"escuela (nf)","<img src=""paste-474568116404225.jpg"" />","school","[sound:yandex-4d88e238-64d87181-5b518c8f-09904c35-26beaf5b.mp3]","532"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"esperanza (nf)","<img src=""paste-4374815032999937.jpg"" />","hope","[sound:yandex-1925471c-44d32300-3bceff8d-a5a5f58a-c4d8e879.mp3]","805"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"esposa (nf)","<img src=""paste-650700430245889.jpg"" />","wife","[sound:yandex-1d4371f1-c5fdfe77-ff2ffbf9-feb6f84d-33ad3ab4.mp3]","951"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"etapa (nf)","<img src=""paste-4589816800870401.jpg"" />","stage, period","[sound:yandex-3ae60f65-dee61245-9166ae6c-5adad16e-119f720e.mp3]","921"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"existencia (nf)","<img src=""paste-4376906682073089.jpg"" />","existence, life","[sound:yandex-52e6984e-1c48f590-23b98d75-6c9d6b40-bebb7d08.mp3]","840"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"explicación (nf)","<img src=""paste-981730739617793.jpg"" />","explanation","[sound:yandex-bdc5fb73-cda88838-49edefb7-d450453f-f42987ac.mp3]","818"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"expresión (nf)","<img src=""paste-4379002626113537.jpg"" />","expression","[sound:yandex-726e8b9c-632da590-2d7297ca-75c61a05-8308ac77.mp3]","555"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"fecha (nf)","<img src=""paste-611934055432193.jpg"" />","date, day","[sound:yandex-c3fbe59f-f7c76001-7b2aff4f-9b4a7c3b-25839498.mp3]","749"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"fiesta (nf)","<img src=""paste-667687025901569.jpg"" />","party, feast","[sound:yandex-49a580ff-f1854b4b-6155310d-f49061a2-0fd8eccb.mp3]","988"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"flor (nf)","<img src=""paste-4353881362399233.jpg"" />","flower","[sound:yandex-e9f02883-efac5a2e-e2826eb0-2d3e5a4f-2e809871.mp3]","950"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"formación (nf)","<img src=""paste-4404119594860545.jpg"" />","formation, education","[sound:yandex-0c99fbe7-7e9ea96c-a4a1abaf-54290657-f50e4064.mp3]","938"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"frase (nf)","<img src=""paste-4452322012823553.jpg"" />","phrase","[sound:yandex-aac0c37f-7a058c93-b93d8ea0-975e1261-bf088f0a.mp3]","809"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"fuente (nf)","<img src=""paste-15526306775041.jpg"" />","source, fountain","[sound:yandex-d04bf86f-0a4cd6fc-98a49fb8-45b6ca3a-03ffe11f.mp3]","801"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"función (nf)","<img src=""paste-4454430841765889.jpg"" />","function, meeting","[sound:yandex-95b59bb7-e3b6cc1e-50869d56-ae36590d-ee057ec5.mp3]","543"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"generación (nf)","<img src=""paste-594281739845633.jpg"" />","generation","[sound:yandex-6e47b4ff-86658832-538cd1db-420c0186-06bf52f8.mp3]","906"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"hija (nf)","<img src=""paste-4408315777908737.jpg"" />","daughter","[sound:yandex-791975f8-346e72e2-4afd9ae9-9760d67a-cdb73213.mp3]","715"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"hoja (nf)","<img src=""paste-18373870092289.jpg"" />","sheet, leaf","[sound:yandex-85c99a28-cbd4fd5f-044faf59-0902002a-028c4844.mp3]","1000"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"impresión (nf)","<img src=""paste-4456526785806337.jpg"" />","impression, printing","[sound:yandex-7bd30e5b-a08fae13-b785251c-11a95caa-c25719e0.mp3]","874"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"información (nf)","<img src=""paste-4435563050434561.jpg"" />","information","[sound:yandex-98a50bee-06fe3ef9-85db0ddf-10b7a038-aaef137d.mp3]","682"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"intención (nf)","<img src=""paste-84842783965185.jpg"" />","intention","[sound:yandex-796dc73e-3166e4d4-d293dd7e-70ce5af8-ef8fa623.mp3]","876"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"investigación (nf)","<img src=""paste-4410407426981889.jpg"" />","investigation","[sound:google-603c4244-5d183bfd-de61d46c-5aab81cb-602e3a3e.mp3]","890"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"izquierda (nf)","<img src=""paste-4437671879376897.jpg"" />","left","[sound:google-8b048873-a6007c71-e88c900a-79e2184c-9b7afb6e.mp3]","940"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"labor (nf)","<img src=""paste-19151259172865.jpg"" />","labor, work, task","[sound:google-18c3f7fb-a3331bec-89d94e35-2512f3d2-8a56a59c.mp3]","930"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"lectura (nf)","<img src=""paste-19872813678593.jpg"" />","reading","[sound:google-a4a07a42-5f54b16d-ca92148d-8f7d5eb2-7b484fea.mp3]","839"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"lengua (nf)","<img src=""paste-4458622729846785.jpg"" />","language, tongue, strip of land","[sound:google-4ed3c9d8-ca1f9012-68235a92-6ffa33be-17a93d79.mp3]","596"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"letra (nf)","<img src=""paste-21311627722753.jpg"" />","letter, handwriting, lyrics","[sound:google-d59b565a-ac24a736-1fac9291-edcf3546-6d955534.mp3]","865"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"lucha (nf)","<img src=""paste-22033182228481.jpg"" />","fight, struggle, wrestle","[sound:spanishdict-f566e08a-d5310b72-55a99d62-6067e13b-5cbefe22.mp3]","758"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"madera (nf)","<img src=""paste-4439767823417345.jpg"" />","wood","[sound:google-fda18ecc-778bbbdc-ed2605f9-350974c1-0fbd265b.mp3]","987"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"máquina (nf)","<img src=""paste-4412503371022337.jpg"" />","machine","[sound:google-36d75fe6-4d7399ae-1ff3b261-b661d850-6ae6e1e6.mp3]","806"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"marcha (nf)","<img src=""paste-24189255811073.jpg"" />","march, progress","[sound:google-8bdedff5-1afb5dda-4bbbd853-e5f81078-2455f675.mp3]","785"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"masa (nf)","<img src=""paste-4414599315062785.jpg"" />","mass, dough, bulk, crowd","[sound:google-f1ace0aa-803a4432-856fea07-601a17cc-b22d4400.mp3]","935"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"materia (nf)","<img src=""paste-614768733847553.jpg"" />","matter, subject","[sound:google-5b96e439-ca6e162a-dd9b89f5-eca8f1de-58112fc4.mp3]","668"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"mayoría (nf)","<img src=""paste-26349624360961.jpg"" />","majority","[sound:google-87df26a0-7ee157a8-ff2a0a2a-996dbd4b-486b9dea.mp3]","531"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"memoria (nf)","<img src=""paste-27071178866689.jpg"" />","memory","[sound:google-97a54760-d32b867f-1b928dee-13ca0aab-273220da.mp3]","605"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"mente (nf)","<img src=""paste-4416708144005121.jpg"" />","mind","[sound:google-b3f663dc-84d5decb-5c1d24b6-6ce65a72-72a79ba5.mp3]","993"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"mitad (nf)","<img src=""paste-28509992910849.jpg"" />","half, middle","[sound:google-ecbca285-f77946b6-07bfd0b9-25002731-f53abd8a.mp3]","625"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"música (nf)","<img src=""paste-670525999284225.jpg"" />","music","[sound:google-e0a2687d-ee2bf0c2-b0736fe7-0769691b-b50bf2cb.mp3]","550"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"naturaleza (nf)","<img src=""paste-4418804088045569.jpg"" />","nature","[sound:google-feb5678e-a6cbc6da-f77ea37d-2c0797ba-e9682e8c.mp3]","674"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"nota (nf)","<img src=""paste-30666066493441.jpg"" />","note, grade","[sound:google-e5f88914-21ce442c-a2387d40-ca3f887c-8b2caca0.mp3]","853"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"noticia (nf)","<img src=""paste-4420904327053313.jpg"" />","news","[sound:google-219ff3a1-ef6dd01d-4893e640-327661b9-6def27f3.mp3]","703"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"operación (nf)","<img src=""paste-32899449487361.jpg"" />","operation","[sound:google-3c02e535-3a12af3f-1d2659f8-01d77739-6c9ad14c.mp3]","848"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"opinión (nf)","<img src=""paste-33621003993089.jpg"" />","opinion, view","[sound:google-88e50073-e9005f20-08d1d271-c392eb3c-3f5af516.mp3]","632"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"oportunidad (nf)","<img src=""paste-261709537214465.jpg"" />","opportunity, chance","[sound:google-70b42882-32dae3be-f1a7391b-7cf3c6af-4eed8472.mp3]","624"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"pared (nf)","<img src=""paste-673360677699585.jpg"" />","interior wall","[sound:google-305980e1-1431d29e-f3bd05f4-888d94c7-02ac5ec5.mp3]","736"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"pareja (nf)","<img src=""paste-29222957481985.jpg"" />","couple, pair","[sound:google-091e6f3a-5a730a50-0e74a6bf-aee67bb9-0039f0e5.mp3]","901"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"paz (nf)","<img src=""paste-31314606555137.jpg"" />","peace","[sound:google-231cb660-40d2e424-4106deb5-29139d9e-51643c4c.mp3]","702"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"película (nf)","<img src=""paste-32766305501185.jpg"" />","movie, film","[sound:google-d9bb1d29-3e2f20ea-ac06273d-e8135c63-c8908b4e.mp3]","826"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"pena (nf) (valer la pena)","<img src=""paste-34192234643457.jpg"" />","trouble (be of worth)","[sound:google-007e9263-1185e88c-ebf14f58-3935e496-be7890ef.mp3]","575"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"piedra (nf)","<img src=""paste-35613868818433.jpg"" />","stone, rock","[sound:google-727ad7b5-d32a6b3a-e3ad1863-12e4010b-94f98fa3.mp3]","719"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"piel (nf)","<img src=""paste-37035502993409.jpg"" />","skin, hide, fur","[sound:google-6f515b25-22a9a2e4-dde533cc-acac2b55-ca2cd412.mp3]","884"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"pieza (nf)","<img src=""paste-38461432135681.jpg"" />","piece, part","[sound:google-50d72104-c08a4d32-27848489-dbdf7f60-0240662f.mp3]","639"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"planta (nf)","<img src=""paste-39883066310657.jpg"" />","plant, floor","[sound:google-7f27f510-48e22867-4c53b047-fbebe60c-3c9e593b.mp3]","711"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"población (nf)","<img src=""paste-41304700485633.jpg"" />","population","[sound:google-360313bd-b6b2baa8-a95cf2d4-20cd3332-b97ffd9d.mp3]","900"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"política (nf)","<img src=""paste-148167781777409.jpg"" />","politics, policy","[sound:google-fca2c220-4fef17f1-3d652c2f-a1b74f92-9751522a.mp3]","506"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"posición (nf)","<img src=""paste-45522358370305.jpg"" />","position","[sound:google-11e790e7-ad266c6f-11237137-467f97f1-1da0ef3f.mp3]","503"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"práctica (nf)","<img src=""paste-46913927774209.jpg"" />","practice, skill","[sound:google-b9fa9b7a-88251493-eb5622ee-960a2ce7-e72cbaae.mp3]","933"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"preocupación (nf)","<img src=""paste-679158883549185.jpg"" />","worry, concern","[sound:google-3ece6d1c-840b407a-b72edae7-1a26e4d6-f40802aa.mp3]","995"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"presencia (nf)","<img src=""paste-48357036785665.jpg"" />","presence, appearance","[sound:google-fb5e6b57-9c7ed5b1-96eadfff-ff41aeee-afaec763.mp3]","519"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"presión (nf)","<img src=""paste-49074296324097.jpg"" />","pressure","[sound:google-82388584-286216c0-d2a36d96-91b1fb75-3de47864.mp3]","967"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"propiedad (nf)","<img src=""paste-49795850829825.jpg"" />","property","[sound:google-b9199627-92794faf-0dd99f48-d2ced1e5-08a9f59e.mp3]","588"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"prueba (nf)","<img src=""paste-145955873619969.jpg"" />","proof, trial, test","[sound:google-4268ca1b-1398c19d-cd563b95-4d111702-962e5a57.mp3]","505"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"responsabilidad (nf)","<img src=""paste-629075269910529.jpg"" />","responsibility","[sound:google-0e680c31-a6ef3052-0258c1c1-85feeddb-76a94877.mp3]","781"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"reunión (nf)","<img src=""paste-51951924412417.jpg"" />","meeting, reunion","[sound:google-7ebe300a-79cb48d1-de159af0-bddbc70f-f71782bf.mp3]","746"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"revista (nf)","<img src=""paste-52673478918145.jpg"" />","magazine, journal","[sound:google-1de97a78-23e99c0e-09bf417a-ee490380-e7eca814.mp3]","804"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"revolución (nf)","<img src=""paste-79280801316865.jpg"" />","revolution","[sound:google-82b3d562-fd114d87-83c01685-0377ae82-2a2a0d8b.mp3]","957"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"sala (nf)","<img src=""paste-54112292962305.jpg"" />","room, hall","[sound:google-2e4125af-f73e72c7-3238140d-f7e4b457-a0afdbde.mp3]","811"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"salida (nf)","<img src=""paste-54829552500737.jpg"" />","exit, escape, outcome","[sound:google-9aece556-b5a43472-afee5b79-7262a909-07c74ab4.mp3]","694"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"salud (nf)","<img src=""paste-55551107006465.jpg"" />","health","[sound:google-06142a92-c9996ef5-3eeacd19-ae27ec8a-e1246ec6.mp3]","973"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"sangre (nf)","<img src=""paste-56272661512193.jpg"" />","blood","[sound:google-e22015b8-5824f999-5cec4283-a0b35aaa-c056d6d2.mp3]","613"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"santa (nf)","<img src=""paste-56989921050625.jpg"" />","saint (f)","[sound:google-d2e255fa-dadb7dea-dff57da1-1a97dcf8-b23f7780.mp3]","793"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"seguridad (nf)","<img src=""paste-57711475556353.jpg"" />","security, safety","[sound:google-bfade81c-56e05b2b-80324ebb-d1f692bd-a65b6de0.mp3]","560"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"señora (nf)","<img src=""paste-58428735094785.jpg"" />","Mrs., lady, madam","[sound:google-083c38f5-316c9f02-20c0c45d-6d893cd4-89d4079d.mp3]","976"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"serie (nf)","<img src=""paste-59150289600513.jpg"" />","series","[sound:google-65b3633d-6a3c5558-a6f838b0-7a14e7b6-ed606b64.mp3]","522"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
"solución (nf)","<img src=""paste-59867549138945.jpg"" />","solution, answer","[sound:google-779b04ea-8c854caf-1958847e-23c9d832-42a7c10f.mp3]","871"," 1000 nf ","Essential Spanish Vocabulary Top 5000"
